"Symbol: ZSY00",,,,,,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: BBANDS (20, 2, 0, ...)",,,"Study: MA (20, Close, 0)","Study: MA (55, Close, 0)","Study: MA (200, Close, 0)","Study: TCHRE (100, Long, 5, ...)","Study: VOL (LikeMain)",,"Study: DOSC (14, 5, 3, ...)",
"Date Time","Symbol","Open","High","Low","Close","Change","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","Bollinger-Upper","Bollinger-Mid","Bollinger-Lower","MA-Simple","MA-Simple","MA-Simple","TurtleChnRetrace","Volume","Open Interest","Derivative Oscillator","Derivative Oscillator Signal"
2016-11-01,ZSY00,954,1027.5,946.5,1003.5,32.5,1106.8805157764325,949.375,791.8694842235676,1106.8805157764325,949.375,791.8694842235676,949.375,1203.2454545454545,911.92,1785,194498,642825,2.5742474988339765,3.6608478480968523
2016-12-01,ZSY00,1000.5,1022.5,969,977,-26.5,1107.4052313653547,949.7,791.9947686346455,1107.4052313653547,949.7,791.9947686346455,949.7,1196.6727272727273,914.26,1785,232933,709586,1.6808080926520361,3.9162890157978887
2017-01-01,ZSY00,968,1045,968,995,18,1111.563039259189,952.925,794.286960740811,1111.563039259189,952.925,794.286960740811,952.925,1187.490909090909,916.755,1785,188005,681160,1.0798508477690447,3.9059882223903006
2017-02-01,ZSY00,1006.5,1029.5,979.5,997.5,2.5,1104.709067248452,950.475,796.2409327515481,1104.709067248452,950.475,796.2409327515481,950.475,1174.1727272727273,919.3875,1785,273532,736941,0.7454386092755811,3.6165194215503322
2017-03-01,ZSY00,1011,1011,910.5,910.5,-87,1100.710419355838,946.575,792.4395806441621,1100.710419355838,946.575,792.4395806441621,946.575,1158.4,921.7275,1785,166816,691919,-0.10943344703129299,2.9403322474929374
2017-04-01,ZSY00,901.5,929.5,901.5,915,4.5,1100.4347205460272,947.95,795.4652794539729,1100.4347205460272,947.95,795.4652794539729,947.95,1146.1545454545455,923.9075,1785,242763,729828,-0.8399154222824592,2.1047434400184937
2017-05-01,ZSY00,931.5,940.5,885,888,-27,1099.546403327458,948.975,798.4035966725421,1099.546403327458,948.975,798.4035966725421,948.975,1134.3818181818183,926.035,1785,171860,654508,-1.619062593446074,1.2605219156537553
2017-06-01,ZSY00,889,918.5,878,918.5,30.5,1098.3236536436525,951.4,804.4763463563473,1098.3236536436525,951.4,804.4763463563473,951.4,1125.1454545454546,928.4075,1785,238709,695963,-1.8554495466570486,0.5546030328535912
2017-07-01,ZSY00,943,995,941,970,51.5,1099.1851515256512,955.975,812.7648484743488,1099.1851515256512,955.975,812.7648484743488,955.975,1116.9545454545455,930.8125,1785,264369,648861,-1.2004945395004611,0.05066549995703361
2017-08-01,ZSY00,937,942,896,914,-56,1096.751797329606,958.525,820.2982026703938,1096.751797329606,958.525,820.2982026703938,958.525,1106.6272727272728,932.945,1785,179662,645304,-0.9454132817523515,-0.34040792010811394
2017-09-01,ZSY00,919.5,954.5,919.5,926.5,12.5,1094.9695687588712,961.025,827.0804312411287,1094.9695687588712,961.025,827.0804312411287,961.025,1096.7181818181818,935.3525,1785,181446,666063,-0.6589921892258488,-0.6003857292056567
2017-10-01,ZSY00,915,953,911,931.5,5,1089.1659023313102,965.375,841.5840976686898,1089.1659023313102,965.375,841.5840976686898,965.375,1087.8363636363636,937.8025,1785,276144,723623,-0.2918683181461219,-0.7527989698628974
2017-11-01,ZSY00,939.5,958,918.5,947,15.5,1087.6046357409373,968.15,848.6953642590627,1087.6046357409373,968.15,848.6953642590627,968.15,1078.1181818181817,940.4575,1785,177422,712476,0.3009426176550676,-0.8021874133762879
2017-12-01,ZSY00,958.5,973,914,919,-28,1084.7707451022436,964.25,843.7292548977563,1084.7707451022436,964.25,843.7292548977563,964.25,1066.7545454545455,942.9025,1785,260696,747180,0.4369620608096767,-0.7414768013939579
2018-01-01,ZSY00,924.5,965,910,961,42,1074.8339974686082,960.075,845.316002531392,1074.8339974686082,960.075,845.316002531392,960.075,1055.7636363636364,945.4675,1785,192943,762139,0.9655245670116486,-0.540872358139057
2018-02-01,ZSY00,950,1010.5,936,1010.5,49.5,1028.0028021730177,952.725,877.4471978269822,1028.0028021730177,952.725,877.4471978269822,952.725,1049.7363636363636,948.16,1785,357868,781574,2.0422327542968617,-0.13406176394539748
2018-03-01,ZSY00,1025,1033.5,970,991.5,-19,1023.222804844469,951.475,879.727195155531,1023.222804844469,951.475,879.727195155531,951.475,1040.7727272727273,950.595,1785,243625,846900,2.6782595681451937,0.3696836932548517
2018-04-01,ZSY00,986.5,1021,967.5,1001,9.5,1028.470443786655,953.575,878.679556213345,1028.470443786655,953.575,878.679556213345,953.575,1035.9727272727273,953.2275,1785,323288,923139,3.132518379228671,0.8511295731136441
2018-05-01,ZSY00,1009,1012.5,959,982,-19,1031.0372390151392,956.5,881.9627609848608,1031.0372390151392,956.5,881.9627609848608,956.5,1030.8545454545454,956,1785,208758,879489,3.0079332554467797,1.2903902994691032
2018-06-01,ZSY00,986,986,828.5,828.5,-153.5,1042.0436975197126,949.375,856.7063024802874,1042.0436975197126,949.375,856.7063024802874,949.375,1022.0545454545454,958.0975,1785,314440,893661,0.7628520271055663,1.4483729901725937
2018-07-01,ZSY00,819,872,784,872,43.5,1037.8054735265289,942.8,847.794526473471,1037.8054735265289,942.8,847.794526473471,942.8,1014.209090909091,960.299375,1785,180674,838432,-1.0264996352427431,1.3667472882729692
2018-08-01,ZSY00,853,865,769,781.5,-90.5,1049.701679332247,933.025,816.348320667753,1049.701679332247,933.025,816.348320667753,933.025,1005.1727272727272,962.13875,1785,177774,797278,-3.1261015966646752,0.9859645977929977
2018-09-01,ZSY00,783.5,791,745,774,-7.5,1053.9395691085301,921.975,790.0104308914699,1053.9395691085301,921.975,790.0104308914699,921.975,993.8727272727273,963.910625,1785,165887,846360,-4.885994111699212,0.3945250230697879
2018-10-01,ZSY00,789,824,766.5,775.5,1.5,1052.5506418725533,910.875,769.1993581274467,1052.5506418725533,910.875,769.1993581274467,910.875,981.3909090909091,965.65,1785,253545,839514,-5.973610999776284,-0.3764900399066491
2018-11-01,ZSY00,811.5,849.5,811.5,849.5,74,1052.0058846553522,907.825,763.6441153446477,1052.0058846553522,907.825,763.6441153446477,907.825,969.1727272727272,967.579375,1785,163779,743667,-5.2086016929487755,-1.182138311822831
2018-12-01,ZSY00,863,874.5,824.5,834.5,-15,1051.4087395786578,903.8,756.1912604213422,1051.4087395786578,903.8,756.1912604213422,903.8,956.9363636363636,969.481875,1785,213232,723335,-3.976873658547042,-1.9215975592330794
2019-01-01,ZSY00,847,871,835.5,858,23.5,1051.1251994791205,902.3,753.4748005208795,1051.1251994791205,902.3,753.4748005208795,902.3,947.209090909091,971.24875,1785,154513,683829,-2.2655217229801323,-2.5213797928118353
2019-02-01,ZSY00,861,865,848.5,852,-6,1049.1690328375266,898.975,748.7809671624734,1049.1690328375266,898.975,748.7809671624734,898.975,939.8909090909091,972.855625,1785,246988,706877,-0.6545613622209245,-2.928323639219358
2019-03-01,ZSY00,853.5,860,826.5,826.5,-25.5,1041.446049062446,891.8,742.1539509375539,1041.446049062446,891.8,742.1539509375539,891.8,932.4272727272727,974.2,1785,159586,693238,0.2072054659130913,-2.9900621460185217
2019-04-01,ZSY00,844,855,796,796,-30.5,1040.7924142751995,885.9,731.0075857248005,1040.7924142751995,885.9,731.0075857248005,885.9,930.790909090909,975.376875,1785,228643,767900,0.2993926897324499,-2.842740776576834
2019-05-01,ZSY00,796.5,839,751,829.5,33.5,1036.6266370635385,881.05,725.4733629364614,1036.6266370635385,881.05,725.4733629364614,881.05,927.290909090909,976.89125,1785,231637,763593,0.6384575683199856,-2.4244564249118716
2019-06-01,ZSY00,830,879,808.5,866.5,37,1031.7322578279159,877.8,723.867742172084,1031.7322578279159,877.8,723.867742172084,877.8,924.1545454545454,978.505625,1785,289224,734373,1.4594962502623474,-1.719401940249476
2019-07-01,ZSY00,852.5,889,842,842,-24.5,1023.8228990929967,872.55,721.2771009070032,1023.8228990929967,872.55,721.2771009070032,872.55,921.1,979.890625,1785,173658,658701,1.7408331818259342,-0.8622414756270074
2019-08-01,ZSY00,827,849.5,816,828,-14,1018.8843928310679,868,717.1156071689321,1018.8843928310679,868,717.1156071689321,868,918.9090909090909,981.2275,1785,171437,636025,1.5674464376932349,-0.10934723888900619
2019-09-01,ZSY00,828,865,816,865,37,1007.927122544463,863.2,718.4728774555371,1007.927122544463,863.2,718.4728774555371,863.2,916.0727272727273,982.764375,1785,172260,675039,1.8790041835365514,0.5413058546758376
2019-10-01,ZSY00,882,899,875.5,898,33,986.8890653602693,857.575,728.2609346397307,986.8890653602693,857.575,728.2609346397307,857.575,914.9090909090909,984.40625,1785,300572,736986,2.761925005221123,1.0999110466981992
2019-11-01,ZSY00,898,899.5,863.5,863.5,-34.5,965.0965848731047,851.175,737.2534151268952,965.0965848731047,851.175,737.2534151268952,851.175,912.9636363636364,985.88375,1785,170822,753829,2.9960641206429557,1.5055361003497414
2019-12-01,ZSY00,851.5,937,851.5,937,73.5,947.5784512454262,847.975,748.3715487545738,947.5784512454262,847.975,748.3715487545738,847.975,913.0818181818182,987.475625,1785,237826,807431,3.948502125075386,1.921235729145552
2020-01-01,ZSY00,938,938,854.5,854.5,-82.5,920.1764595791896,841.6,763.0235404208105,920.1764595791896,841.6,763.0235404208105,841.6,909.5909090909091,988.668125,1785,177135,767124,3.4854461711761857,2.2752416715281893
2020-02-01,ZSY00,859.5,884.5,859.5,875,20.5,923.5580804377175,843.925,764.2919195622824,923.5580804377175,843.925,764.2919195622824,843.925,907.5272727272727,989.983125,1785,290155,846942,2.854254566531047,2.521441337996085
2020-03-01,ZSY00,884,894.5,809,874,-1,923.8037409025737,844.025,764.2462590974262,923.8037409025737,844.025,764.2462590974262,844.025,907.2818181818182,991.685,1785,250007,790798,2.2305545966859057,2.6071144875987025
2020-04-01,ZSY00,851,852,815,841.5,-32.5,921.5102166540448,847.025,772.5397833459551,921.5102166540448,847.025,772.5397833459551,847.025,906.8090909090909,992.899375,1785,224248,826658,1.1706712991234767,2.5437631672984296
2020-05-01,ZSY00,837,842,819,827,-14.5,917.0072173999936,849.675,782.3427826000063,917.0072173999936,849.675,782.3427826000063,849.675,906.0272727272727,993.76125,1785,167088,849948,-0.09904131951736872,2.3585978609416958
2020-06-01,ZSY00,827,866.5,827,866.5,39.5,912.594919479129,854.225,795.8550805208711,912.594919479129,854.225,795.8550805208711,854.225,905.8090909090909,994.19875,1785,252852,865513,-0.49445273807366874,2.094880425207227
2020-07-01,ZSY00,872.5,887,857.5,876,9.5,914.6295226791822,855.55,796.4704773208177,914.6295226791822,855.55,796.4704773208177,855.55,906.0454545454545,994.70875,1785,187078,830455,-0.32527161399610804,1.7518585786275347
2020-08-01,ZSY00,879,938.5,851,938.5,62.5,929.0855690691166,860.75,792.4144309308834,929.0855690691166,860.75,792.4144309308834,860.75,907.1727272727272,995.50625,1785,211090,839762,0.9028900417094476,1.519283680968256
2020-09-01,ZSY00,935.5,1017,935.5,992.5,54,956.6879334794008,867.475,778.2620665205992,956.6879334794008,867.475,778.2620665205992,867.475,909.8636363636364,996.420625,1785,269973,938438,2.9404308013126084,1.407275756105725
2020-10-01,ZSY00,1001,1070.5,996.5,1044.5,52,994.6077018752388,877.1,759.5922981247612,994.6077018752388,877.1,759.5922981247612,877.1,912.6454545454545,996.953125,1785,342755,1010657,5.2218286136704535,1.6002071386050882
2020-11-01,ZSY00,1034.5,1182.625,1034.5,1158,113.5,1060.9413370197362,893.675,726.4086629802637,1060.9413370197362,893.675,726.4086629802637,893.675,915.5727272727273,997.71,1780.5,245038,928015,7.890963312895778,2.159841443756725
2020-12-01,ZSY00,1153,1305.5,1137,1305.5,147.5,1158.7204697995978,919.15,679.5795302004021,1158.7204697995978,919.15,679.5795302004021,919.15,920.3181818181819,999.164375,1766.5,276530,935198,10.708381562533027,3.1018222177397385
2021-01-01,ZSY00,1306,1420.5,1302.5,1358.5,53,1248.2447752729263,945.6,642.9552247270738,1248.2447752729263,945.6,642.9552247270738,945.6,923.9727272727273,1001.846875,1605,282305,935234,12.7734639358887,4.391021399602541
2021-02-01,ZSY00,1353.5,1413.5,1342.5,1394.5,36,1329.5708321437864,972,614.4291678562134,1329.5708321437864,972,614.4291678562134,972,930.8454545454546,1004.414375,1605,268659,905457,13.76575330095757,5.931554135210868
2021-03-01,ZSY00,1388,1439.5,1358.5,1428.5,34,1404.705127795111,1001.325,597.9448722048892,1404.705127795111,1001.325,597.9448722048892,1001.325,939.3818181818182,1008.61375,1605,187817,857961,13.806767665246639,7.520578624468679
2021-04-01,ZSY00,1394.5,1582.5,1382,1551.5,123,1497.9467395910194,1037.5,577.0532604089806,1497.9467395910194,1037.5,577.0532604089806,1037.5,950.8,1013.178125,1605,263170,873376,13.402122191053266,9.045844602807499
2021-05-01,ZSY00,1542,1669.5,1517,1544,-7.5,1574.2004251614314,1071.45,568.6995748385687,1574.2004251614314,1071.45,568.6995748385687,1071.45,961.2181818181818,1018.418125,1664.5,189105,806461,12.27117894488832,10.308987814271818
2021-06-01,ZSY00,1562,1596,1319,1445.5,-98.5,1620.0985630165796,1098.825,577.5514369834204,1620.0985630165796,1098.825,577.5514369834204,1098.825,969.2545454545455,1023.1075,1664.5,254439,773209,9.061001156124377,10.989051187028682
2021-07-01,ZSY00,1445,1455.5,1357,1400.5,-45,1651.0019719898264,1125.675,600.3480280101734,1651.0019719898264,1125.675,600.3480280101734,1125.675,976.9545454545455,1027.476875,1664.5,157125,680714,4.905425486112051,10.953895283966636
2021-08-01,ZSY00,1427,1427,1293.5,1293.5,-107,1666.1958006336,1143.5,620.8041993664001,1666.1958006336,1143.5,620.8041993664001,1143.5,982.3818181818182,1031.24125,1664.5,151260,667050,-0.16073120772946936,10.059262559452721
2021-09-01,ZSY00,1259,1271,1216,1216,-77.5,1667.7875319468098,1161.575,655.3624680531902,1667.7875319468098,1161.575,655.3624680531902,1161.575,986.3545454545455,1034.713125,1664.5,147846,667573,-5.170445294998061,8.294948464171489
2021-10-01,ZSY00,1207,1212,1157,1201,-15,1666.8271321152001,1177.875,688.9228678848,1666.8271321152001,1177.875,688.9228678848,1177.875,991.6363636363636,1037.738125,1664.5,256552,712213,-9.002003550731345,5.87545207676926
2021-11-01,ZSY00,1219,1254,1166,1198,-3,1662.7299130223646,1194.075,725.4200869776356,1662.7299130223646,1194.075,725.4200869776356,1194.075,996.7818181818182,1040.703125,1664.5,173006,658745,-11.3178830796652,3.0883813678111753
2021-12-01,ZSY00,1214,1346,1214,1310,112,1659.391841970408,1217.5,775.608158029592,1659.391841970408,1217.5,775.608158029592,1217.5,1004.4545454545455,1044.213125,1664.5,217678,654704,-11.193573460068407,0.31056568722061445
2022-01-01,ZSY00,1328,1467,1328,1467,157,1665.5822034165844,1249.5,833.4177965834156,1665.5822034165844,1249.5,833.4177965834156,1249.5,1014.4272727272727,1048.213125,1664.5,213085,701786,-8.732315193177087,-2.148816244360536
2022-02-01,ZSY00,1504,1660,1504,1631,164,1696.4430537974802,1287.725,879.0069462025197,1696.4430537974802,1287.725,879.0069462025197,1287.725,1026.4454545454546,1053.155,1664.5,336390,823876,-4.754738180511389,-4.040584813849392
2022-03-01,ZSY00,1679,1690,1559,1559,-72,1700.2928741814399,1321.875,943.4571258185601,1700.2928741814399,1321.875,943.4571258185601,1321.875,1038.1727272727273,1057.606875,1685,164258,751143,-1.6992019405936958,-5.236162935706956
2022-04-01,ZSY00,1559,1731,1559,1690,131,1727.2277725746894,1359.45,991.6722274253106,1727.2277725746894,1359.45,991.6722274253106,1359.45,1052.0545454545454,1063.191875,1726,211596,746302,1.1850236916444175,-5.649540912870027
2022-05-01,ZSY00,1656,1758,1592,1709,19,1752.533096479282,1395.275,1038.0169035207182,1752.533096479282,1395.275,1038.0169035207182,1395.275,1066.1909090909091,1069.04875,1753,158513,714940,3.3963800134266506,-5.254306332741568
2022-06-01,ZSY00,1717,1770,1631,1714,5,1773.5101340062392,1428.75,1083.9898659937608,1773.5101340062392,1428.75,1083.9898659937608,1428.75,1080.1363636363637,1074.91875,1765,234000,731704,4.7062208442440365,-4.156898983936891
2022-07-01,ZSY00,1564,1580,1410,1564,-150,1774.9465940294558,1449.05,1123.153405970544,1774.9465940294558,1449.05,1123.153405970544,1449.05,1091.8636363636363,1080.035625,1765,169759,606032,3.5692725629468356,-2.7600905268615374
2022-08-01,ZSY00,1503,1610,1501,1514,-50,1779.6253513975894,1459.475,1139.3246486024104,1779.6253513975894,1459.475,1139.3246486024104,1459.475,1101.918181818182,1084.665625,1765,155100,593947,1.1885663521583751,-1.370485034436696
2022-09-01,ZSY00,1480,1573,1325,1325,-189,1780.3872595128332,1457.8,1135.2127404871667,1780.3872595128332,1457.8,1135.2127404871667,1457.8,1107.6363636363637,1088.4325,1765,196353,650415,-2.6514717090643387,-0.42136261765846605
2022-10-01,ZSY00,1342,1366,1316,1366,41,1780.3171051669574,1456.375,1132.4328948330426,1780.3171051669574,1456.375,1132.4328948330426,1456.375,1114.4454545454546,1092.4875,1765,261694,670483,-5.702081805433039,-0.08467001902023855
2022-11-01,ZSY00,1400,1454,1384,1454,88,1781.3438522740278,1457.65,1133.9561477259724,1781.3438522740278,1457.65,1133.9561477259724,1457.65,1122.6818181818182,1097.0225,1765,167782,614212,-6.970406832258817,-0.33085542476995283
2022-12-01,ZSY00,1417,1502,1417,1502,48,1776.7104218433794,1455.175,1133.6395781566205,1776.7104218433794,1455.175,1133.6395781566205,1455.175,1132.1363636363637,1101.6925,1765,224174,623335,-6.888114018830919,-0.9074012112407553
2023-01-01,ZSY00,1502,1520,1450,1519,17,1774.2615847042762,1453.925,1133.5884152957237,1774.2615847042762,1453.925,1133.5884152957237,1453.925,1144.6909090909091,1106.5475,1765,206938,644069,-5.985673403545121,-1.704145332928482
2023-02-01,ZSY00,1500,1532,1474,1474,-45,1775.7775425115638,1455.35,1134.922457488436,1775.7775425115638,1455.35,1134.922457488436,1455.35,1155.6363636363637,1111.08,1765,283757,712743,-5.083692260768856,-2.6463755856168714
2023-03-01,ZSY00,1490,1517,1405,1502,28,1780.4317616473127,1460.425,1140.4182383526872,1780.4317616473127,1460.425,1140.4182383526872,1460.425,1168.7363636363636,1115.8775,1765,231190,702942,-3.8064747225929594,-3.59223064859876
2023-04-01,ZSY00,1518,1518,1409,1425,-77,1778.3030677651604,1467,1155.6969322348396,1778.3030677651604,1467,1155.6969322348396,1467,1180.5727272727272,1120.445,1765,277943,682483,-3.196214899903765,-4.343951477804382
2023-05-01,ZSY00,1438,1445,1304,1307,-118,1770.4589995299573,1471.55,1172.6410004700426,1770.4589995299573,1471.55,1172.6410004700426,1471.55,1190.2363636363636,1124.4025,1765,218928,635815,-3.6876853962192584,-4.8857572276241195
2023-06-01,ZSY00,1336,1508,1336,1508,201,1758.9852072421431,1486.9,1214.814792757857,1758.9852072421431,1486.9,1214.814792757857,1486.9,1202.209090909091,1128.89,1765,327659,649389,-2.9430019524859574,-4.918149476893188
2023-07-01,ZSY00,1581,1581,1401,1401,-107,1738.7137953852416,1497.05,1255.3862046147583,1738.7137953852416,1497.05,1255.3862046147583,1497.05,1212.509090909091,1132.595,1765,226704,647444,-2.759957691014961,-4.591246797513402
2023-08-01,ZSY00,1419,1423,1369,1382,-19,1733.0275161240866,1500.65,1268.2724838759136,1733.0275161240866,1500.65,1268.2724838759136,1500.65,1222.0363636363636,1136.2425,1765,189484,657181,-2.843986933206388,-4.132755697618688
2023-09-01,ZSY00,1354,1359,1235,1235,-147,1748.5660688666503,1489.05,1229.5339311333496,1748.5660688666503,1489.05,1229.5339311333496,1489.05,1229,1139.0125,1765,232487,755199,-3.79143285397069,-3.7886800126342175
2023-10-01,ZSY00,1237,1277,1210,1244,9,1741.4183100197704,1469.7,1197.9816899802297,1741.4183100197704,1469.7,1197.9816899802297,1469.7,1236.590909090909,1141.53,1765,317521,807208,-4.533564058015983,-3.6273345297976465
2023-11-01,ZSY00,1264,1346,1264,1302,58,1734.6990777382568,1456.85,1179.000922261743,1734.6990777382568,1456.85,1179.000922261743,1456.85,1245.790909090909,1144.455,1765,236465,732613,-4.415866234238017,-3.5531316379608864
2023-12-01,ZSY00,1284,1296,1252,1268,-34,1703.481862130752,1435.75,1168.018137869248,1703.481862130752,1435.75,1168.018137869248,1435.75,1253.7636363636364,1147.315,1765,255403,688756,-4.085435035722206,-3.5841272283085805
2024-01-01,ZSY00,1268,1268,1172,1198,-70,1666.014464016404,1410.2,1154.3855359835961,1666.014464016404,1410.2,1154.3855359835961,1410.2,1259.790909090909,1149.4875,1765,233863,693255,-4.077111571920646,-3.6820046363104564
2024-02-01,ZSY00,1179,1179,1106,1108,-90,1628.0426202811602,1379.9,1131.75737971884,1628.0426202811602,1379.9,1131.75737971884,1379.9,1264.6272727272728,1151.0175,1765,290452,766324,-4.652087212026011,-3.7891603936223177
2024-03-01,ZSY00,1118,1182,1118,1161,53,1610.2605786189479,1359.75,1109.2394213810521,1610.2605786189479,1359.75,1109.2394213810521,1359.75,1270.6818181818182,1152.98,1765,246195,760467,-4.531767991256942,-3.9656899534857604
2024-04-01,ZSY00,1160,1163,1112,1131,-30,1599.4346190137633,1340.6,1081.7653809862366,1599.4346190137633,1340.6,1081.7653809862366,1340.6,1275.5181818181818,1154.5775,1765,305785,820662,-4.230995418286227,-4.1291385898492345
2024-05-01,ZSY00,1138,1221,1138,1221,90,1599.406363559669,1335.4,1071.3936364403312,1599.406363559669,1335.4,1071.3936364403312,1335.4,1281.3909090909092,1156.015,1765,258581,761095,-2.9467154647134493,-4.140552871127797
Downloaded from Barchart.com as of 05-27-2024 11:05am CDT
